slug,type,title_length,excerpt_length,flags,title,excerpt,updated_at
dusonlap-smart-watch,ARTICLE,20,199,title_too_short|weak_intent_keyword|excerpt_too_long,DUSONLAP Smart Watch,"DUSONLAP Smart Watch, 1.85""HD Smartwatches for Men Women (Answer/Make Calls), 100+ Sport Modes with Fitness Tracker Watch, Heart Rate/Sleep Monitor, IP68 Waterproof Activity Tracker, Smartwatch Black",2026-02-18T06:35:23.555Z
military-smart-watch,ARTICLE,20,198,title_too_short|weak_intent_keyword|excerpt_too_long,Military Smart Watch,"Military Smart Watch, 2025 AMOLED 3D 1.43"" Smartwatch for Men Women (Answer/Make Call), 60 Days/Flashlight/130+ Sports, Heart Rate/Sleep Monitor, IP68 Waterproof Fitness Activity Tracker Android iOS",2026-02-18T06:35:23.405Z
apple-macbook-air-7,ARTICLE,17,99,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 128GB SSD) Space Gray (Renewed)",2026-02-18T06:35:23.267Z
apple-macbook-air-37,ARTICLE,17,99,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 8GB RAM, 128GB SSD) Space Gray (Renewed)",2026-02-18T06:35:23.130Z
fanmusic-softears-rsv-mkii-5-balanced-active-drivers-and-1-passive-pressure-release-unit-earphone-in-ear-wired-earbuds,ARTICLE,118,95,title_too_long|weak_intent_keyword|excerpt_too_short,Fanmusic Softears RSV-MKII 5 Balanced Active Drivers and 1 Passive Pressure-Release Unit Earphone in-Ear Wired Earbuds,Brand Fanmusic Color Black Ear Placement In Ear Form Factor In Ear Model Name Softears RSV-MKII,2026-02-18T06:35:22.995Z
bhnybwul-wireless-earbuds-2025-bluetooth-5-3-headphones-hifi-stereo-50h-playback-ear-buds-with-led-digital-display-enc-noise-cancelling-earbuds-for-laptop-computer-ios-android-white,ARTICLE,186,81,title_too_long|weak_intent_keyword|excerpt_too_short,"BHNYBWUL Wireless Earbuds, 2025 Bluetooth 5.3 Headphones HiFi Stereo 50H Playback Ear Buds with Led Digital Display, ENC Noise Cancelling Earbuds for Laptop Computer, iOS, Android, White",Brand BHNYBWUL Color White Ear Placement In Ear Form Factor On Ear Model Name S47,2026-02-18T06:35:22.861Z
smart-watch-4,ARTICLE,11,200,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch,"Smart Watch for Men Women, 1.95""HD Curved Screen Smartwatch (Dial/Answer Calls), Heart Rate Sleep Monitor Fitness Smartwatch, 112+Sports Modes Activity Trackers,IP68 Waterproof Watches for Android iOS",2026-02-18T06:35:22.725Z
smartwatch-2025,ARTICLE,15,198,title_too_short|weak_intent_keyword|excerpt_too_long,SmartWatch 2025,"Smart Watch for Men Women (Answer/Make Call), 2025 New 1.8"" HD SmartWatch, Fitness Watch with 120+ Sport Modes, IP68 Waterproof, Pedometer, Heart Rate/Sleep Monitor, Activity Tracker for Android iOS",2026-02-18T06:35:22.590Z
apple-macbook-pro-4,ARTICLE,17,84,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2023 MacBook Pro Laptop M3 chip 14.2-inch, 16GB, 1TB SSD. Space Gray (Renewed)",2026-02-18T06:35:22.452Z
apple-macbook-pro-32,ARTICLE,17,84,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2023 MacBook Pro Laptop M3 chip 14.2-inch, 16GB, 1TB SSD. Space Gray (Renewed)",2026-02-18T06:35:22.318Z
dog-tracker-pet-location-tracker-with-collar-holder-for-dogs-item-finder-mfi-certificated-tracking-device-no-monthly-fee-works-with-ios-find-my-black-and-blue,ARTICLE,164,172,title_too_long|weak_intent_keyword,"Dog Tracker, Pet Location Tracker with Collar Holder for Dogs, Item Finder MFi Certificated Tracking Device, No Monthly Fee, Works with iOS Find My (Black and Blue)","Brand DULOES Special Feature Real Time Tracking, Geo-Fence, Location History Connectivity Technology Bluetooth Supported Application Find My Included Components User Manual",2026-02-18T06:35:22.177Z
soundcore-p30i-by-anker-noise-cancelling-earbuds-strong-and-smart-noise-cancelling-powerful-bass-45h-playtime-2-in-1-case-and-phone-stand-ip54-wireless-earbuds-bluetooth-5-4-white,ARTICLE,188,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (White)",Join Prime,2026-02-18T06:35:22.043Z
soundcore-p30i-by-anker-noise-cancelling-earbuds-strong-and-smart-noise-cancelling-powerful-bass-45h-playtime-2-in-1-case-and-phone-stand-ip54-wireless-earbuds-bluetooth-5-4-white-2,ARTICLE,188,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore P30i by Anker Noise Cancelling Earbuds, Strong and Smart Noise Cancelling, Powerful Bass, 45H Playtime, 2-in-1 Case and Phone Stand, IP54, Wireless Earbuds, Bluetooth 5.4 (White)",Join Prime,2026-02-18T06:35:21.909Z
samsung-galaxy-watch-4-classic-3,ARTICLE,30,180,title_too_short|weak_intent_keyword,Samsung Galaxy Watch 4 Classic,"Samsung Electronics Galaxy Watch 4 Classic 46mm Smartwatch with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection Bluetooth US Version, Black (Renewed)",2026-02-18T06:35:21.773Z
samsung-galaxy-watch-5-3,ARTICLE,22,188,title_too_short|weak_intent_keyword|excerpt_too_long,SAMSUNG Galaxy Watch 5,"SAMSUNG Galaxy Watch 5 40mm Bluetooth Smartwatch w/Body, Health, Fitness and Sleep Tracker, Sapphire Crystal Glass, Enhanced GPS Tracking, US Version, Pink Gold Bezel w/Pink Band (Renewed)",2026-02-18T06:35:21.637Z
apple-macbook-pro-30,ARTICLE,17,91,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,Apple MacBook Pro 256GB Wi-Fi Laptop 13.3in with Intel Core i5 MF840LL/A - Silver (Renewed),2026-02-18T06:35:21.497Z
apple-macbook-pro-31,ARTICLE,17,91,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,Apple MacBook Pro 256GB Wi-Fi Laptop 13.3in with Intel Core i5 MF840LL/A - Silver (Renewed),2026-02-18T06:35:21.361Z
able-life-universal-stand-assist-chair-lift-assist-for-elderly-grab-bar-standing-aid-for-seniors-daily-living-mobility-aid-brown,ARTICLE,132,0,title_too_long|weak_intent_keyword|missing_excerpt|blank_excerpt,"Able Life Universal Stand Assist, Chair Lift-Assist for Elderly, Grab Bar Standing Aid for Seniors, Daily Living Mobility Aid, Brown",,2026-02-18T06:35:21.211Z
bose-new-quietcomfort-ultra-bluetooth-earbuds-2nd-gen-wireless-noise-cancelling-earbuds-up-to-6-hours-battery-ipx4-rating-immersive-audio-deep-bass-black,ARTICLE,161,1063,title_too_long|weak_intent_keyword|excerpt_too_long,"Bose New QuietComfort Ultra Bluetooth Earbuds (2nd Gen), Wireless Noise Cancelling Earbuds, Up to 6 Hours Battery, IPX4 Rating, Immersive Audio, Deep Bass, Black","Every listen deserves the premium, personalised audio, world-class noise cancellation, and seamless experience of Bose QuietComfort Ultra Earbuds (2nd Gen). Feel all the feels with each song as CustomTune technology adapts the noise cancellation and audio performance to the shape of your ears. These wireless earbuds offer the best Bose in-ear noise cancellation for when all you want is the music. * Testing conducted by Bose with active noise cancelling on and audio playback at a loudness of 75dBSPL. Battery life varies based on settings and usage. ** Testing conducted by Bose by counting cycles of inserting battery-depleted earbuds into a fully charged case and charging to 100%, then resuming audio playback at a loudness of 75 dBSPL until battery depletion. *** Testing conducted by Bose by inserting earbuds with battery depleted into a fully charged case and charging earbuds for 20 minutes, then resuming audio playback at a loudness of 75dBSPL with active noise cancelling on and Immersive Audio off. Battery life varies based on settings and usage.",2026-02-18T06:35:21.076Z
smart-pet-tracker-for-collar-dog-trackers-pet-location-tracker-with-holder-no-monthly-fee-compatible-with-apple-airtag-find-my-ios-only-not-for-android-anti-lost-device-for-pets-bag-straps,ARTICLE,197,102,title_too_long|weak_intent_keyword|excerpt_too_short,"Smart Pet Tracker for Collar - Dog Trackers Pet Location Tracker with Holder, No Monthly Fee, Compatible with Apple Airtag Find My (iOS Only, Not for Android), Anti-Lost Device for Pets, Bag Straps","Color Black Material Silicone Brand Ztobny Breed Recommendation Small, Medium, Large Number of Items 1",2026-02-18T06:35:20.936Z
vocic-upgrade-sit-to-stand-lift-one-step-stand-assist-lift-for-elderly-patient-lift-chair-transport-unit-with-wheels-standing-transfer-device-for-home-care-fall-prevention-muscle-building-a,ARTICLE,203,118,title_too_long|weak_intent_keyword,"VOCIC Upgrade Sit to Stand Lift, One-Step Stand Assist Lift for Elderly, Patient Lift Chair Transport Unit with Wheels, Standing Transfer Device for Home Care, Fall Prevention &amp; Muscle Building, AY03",Brand VOCIC Color White Material Aluminum Product Dimensions 31&#034;D x 17&#034;W x 40&#034;H Item Weight 74.8 Pounds,2026-02-18T06:35:20.795Z
mini-gps-tracker-for-vehicles-tracker-device-for-vehicles-no-subscription-no-monthly-fee-car-tracker-device-hidden-magnetic-real-time-tracking-for-cars-kids-dogs-gf11-m3,ARTICLE,172,189,title_too_long|weak_intent_keyword|excerpt_too_long,Mini GPS Tracker for Vehicles: Tracker Device for Vehicles No Subscription No Monthly Fee Car Tracker Device Hidden Magnetic Real-Time Tracking for Cars Kids Dogs (GF11-M3),Brand koyetubs Special Feature GPS Tracker for Vehicles Connectivity Technology GPS Tracker for Vehicles Supported Application GPS Tracker for Vehicles Specific Uses For Product Car Tracker,2026-02-18T06:35:20.644Z
haoyuyan-wireless-earbuds-sports-bluetooth-headphones-80hrs-playtime-ear-buds-with-led-power-display-noise-canceling-headset-ipx7-waterproof-earphones-for-workout-running-black,ARTICLE,182,10,title_too_long|weak_intent_keyword|excerpt_too_short,"HAOYUYAN Wireless Earbuds, Sports Bluetooth Headphones, 80Hrs Playtime Ear Buds with LED Power Display, Noise Canceling Headset, IPX7 Waterproof Earphones for Workout/Running (Black)",Join Prime,2026-02-18T06:35:20.495Z
haoyuyan-wireless-earbuds-sports-bluetooth-headphones-80hrs-playtime-ear-buds-with-led-power-display-noise-canceling-headset-ipx7-waterproof-earphones-for-workout-running-black-2,ARTICLE,182,10,title_too_long|weak_intent_keyword|excerpt_too_short,"HAOYUYAN Wireless Earbuds, Sports Bluetooth Headphones, 80Hrs Playtime Ear Buds with LED Power Display, Noise Canceling Headset, IPX7 Waterproof Earphones for Workout/Running (Black)",Join Prime,2026-02-18T06:35:20.359Z
smart-watch-for-men-women-2025-release,ARTICLE,39,199,weak_intent_keyword|excerpt_too_long,"Smart Watch for Men Women, 2025 Release","Smart Watch for Men Women, 2025 Release (Answer/Make Call) 1.96"" HD Fitness Tracker Running Watch,IP68 Waterproof, Pedometer,Step/Sleep/Heart Rate Monitor,110+ Sport Mode Smartwatch for Android Phone",2026-02-18T06:35:20.196Z
trendia-smart-watches,ARTICLE,21,179,title_too_short|weak_intent_keyword,Trendia Smart Watches,"Trendia Smart Watches for Women, 1.83"" HD Fitness Tracker (Answer/Make Calls), 120+ Sport Modes with Heart Rate/Sleep Monitor, IP68 Waterproof, Fitness Watch for iOS Android, Pink",2026-02-18T06:35:20.056Z
apple-macbook-pro-28,ARTICLE,17,100,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple Late 2020 MacBook Pro with Apple M1 Chip, 13.3-inch, 16GB RAM, 256GB SSD, Space Gray (Renewed)",2026-02-18T06:35:19.917Z
apple-macbook-pro-29,ARTICLE,17,104,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple Mid 2019 MacBook Pro with 2.3 GHz Intel Core i9, 15-inch, 16GB RAM, 512GB SSD Space Gray (Renewed)",2026-02-18T06:35:19.782Z
savelix-anti-choking-device-2-pack-portable-airway-suction-device-first-aid-kit-for-adults-children-lightweight-compact-emergency-solution-for-home-car-tra,ARTICLE,187,137,title_too_long|weak_intent_keyword,"SaveLix Anti-Choking Device 2 Pack – Portable Airway Suction Device &amp; First Aid Kit for Adults &amp; Children – Lightweight &amp; Compact Emergency Solution for Home, Car &amp; Travel","Brand SaveLix Special Feature Portable Number of Pieces 2 Recommended Uses For Product Boating, Camping, Car, Home, Traveling Color Clear",2026-02-18T06:35:19.641Z
military-smart-watches-for-men-4,ARTICLE,30,199,title_too_short|weak_intent_keyword|excerpt_too_long,Military Smart Watches for Men,"Military Smart Watches for Men(Answer/Make Calls), 1.39""HD Fitness Watch, 24/7 Heart Rate Sleep Monitor, Smart Watch for Men 110+ Sport Modes, 30Day, IP68 Waterproof Smartwatch for Android iOS, Black",2026-02-18T06:35:19.498Z
smart-watch-with-alexa-built-in-2,ARTICLE,31,199,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch with Alexa Built-in,"Smart Watch with Alexa Built-in, 1.83"" HD Touchscreen Fitness Tracker with Bluetooth Calling, Fitness Watch with Heart Rate/Sleep Monitor/120+ Sports, IP68 Waterproof Smartwatch for Android iOS, Pink",2026-02-18T06:35:19.360Z
2023-apple-macbook-air-2,ARTICLE,22,142,title_too_short|weak_intent_keyword,2023 Apple MacBook Air,"2023 Apple MacBook Air with Apple M2 Chip with 8-Core CPU/10-Core GPU (15-inch, 16GB RAM, 512GB SSD Storage) (QWERTY English) Silver (Renewed)",2026-02-18T06:35:19.218Z
2023-apple-macbook-air-3,ARTICLE,22,142,title_too_short|weak_intent_keyword,2023 Apple MacBook Air,"2023 Apple MacBook Air with Apple M2 Chip with 8-Core CPU/10-Core GPU (15-inch, 16GB RAM, 512GB SSD Storage) (QWERTY English) Silver (Renewed)",2026-02-18T06:35:19.077Z
virtual-reality-experiences-unleashed-with-meta-quest-2,ARTICLE,55,0,weak_intent_keyword|missing_excerpt|blank_excerpt,Virtual Reality Experiences Unleashed with Meta Quest 2,,2026-02-18T06:35:18.932Z
samsung-galaxy-buds-3-pro-ai-true-wireless-bluetooth-earbuds-noise-cancelling-sound-optimization-redesigned-comfort-fit-silver-us-version-amazon-exclusive-2yr-warranty,ARTICLE,175,1888,title_too_long|weak_intent_keyword|excerpt_too_long,"Samsung Galaxy Buds 3 Pro AI True Wireless Bluetooth Earbuds, Noise Cancelling, Sound Optimization, Redesigned Comfort Fit, Silver [US Version, Amazon Exclusive, 2Yr Warranty]","Meet the new shape of sound — Galaxy Buds3 Pro — now completely redesigned with improved hardware to bring you deeper into the audio than ever before. With Galaxy AI¹, your Buds create the best listening experience by optimizing sound based on your surroundings and how you wear them — while providing a snug fit for all-day comfort, no matter what you do. Buds3 Pro get how much you love your audio. From jamming while cooking to listening to your favorite show on a crowded subway to taking a work call, your Buds will adjust to the different sounds around you using Adaptive Active Noise Cancellation so you always hear what’s important. Plus, they’re packed with features to create a convenient listening experience — from auto-switching⁴ your audio between your Galaxy phone and your Galaxy PC to immersing you in the latest TV shows with 360 Audio, now available on Samsung TVs. And it doesn’t stop there — Buds make perfect companions for your Galaxy phone as you travel. Real-Time Interpreter with Galaxy AI³ allows you to speak like a local as your phone translates speech right in your Buds so you never miss a word from your local tour guide. No matter what you listen to or how you listen, we’ve redesigned our Buds to give you the most immersive audio experience with Galaxy Buds3 Pro. ¹Requires a compatible Galaxy phone and One UI 4.0 or later with 1.5GB RAM or above. ²Requires initial set up via Samsung Wear app on compatible device. ³Requires compatible Galaxy device. Samsung account login and language preset (English and Spanish pre-installed; other languages require free download). Results may vary. ⁴IP-rated for submersion in up to 3 feet of fresh water for up to 30 minutes (charging case is not water-resistant). If the earbuds or your hands are wet, they must be dried thoroughly prior to handling. ⁵Available only on products sold by and shipped from Amazon.",2026-02-18T06:35:18.788Z
apple-2024-15-3-inch-macbook-air,ARTICLE,32,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple 2024 15.3-inch MacBook Air,"Apple 2024 15.3-inch MacBook Air with Apple M3 chip, 8GB RAM, 256GB SSD Storage, Space Gray (Renewed)",2026-02-18T06:35:18.653Z
apple-2024-15-3-inch-macbook-air-2,ARTICLE,32,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple 2024 15.3-inch MacBook Air,"Apple 2024 15.3-inch MacBook Air with Apple M3 chip, 8GB RAM, 256GB SSD Storage, Space Gray (Renewed)",2026-02-18T06:35:18.518Z
lifevac-home-kit-portable-suction-rescue-device-first-aid-kit-for-kids-and-adults-portable-airway-suction-device-for-children-and-adults,ARTICLE,140,121,title_too_long|weak_intent_keyword,"LifeVac Home Kit - Portable Suction Rescue Device, First Aid Kit for Kids and Adults, Portable Airway Suction Device for Children and Adults",Brand LifeVac Special Feature Reusable Number of Pieces 3 Recommended Uses For Product Emergency Preparedness Color White,2026-02-18T06:35:18.380Z
soundcore-p40i-by-anker-noise-cancelling-wireless-earbuds-adaptive-noise-cancelling-to-environments-heavy-bass-60h-playtime-2-in-1-case-and-phone-stand-ipx5-wireless-charging-bluetooth-5-3-4,ARTICLE,196,85,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore P40i by Anker, Noise Cancelling Wireless Earbuds, Adaptive Noise Cancelling to Environments, Heavy Bass, 60H Playtime, 2-in-1 Case and Phone Stand, IPX5, Wireless Charging, Bluetooth 5.3",Brand Soundcore Color Purple Ear Placement In Ear Form Factor In Ear Impedance 14 Ohm,2026-02-18T06:35:18.235Z
ear-buds-wireless-earbuds-bluetooth-5-3-headphones-48h-playback-built-in-mic-with-led-display-charging-case-ip7-waterproof-earphone-for-iphone-andriod-phones-laptop-sports-workout,ARTICLE,184,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Ear Buds Wireless Earbuds - Bluetooth 5.3 Headphones (48H Playback) Built in Mic with LED Display Charging Case, IP7 Waterproof Earphone for iPhone Andriod Phones Laptop Sports Workout",Join Prime,2026-02-18T06:35:18.096Z
apple-late-2020-macbook-pro-2,ARTICLE,27,97,title_too_short|weak_intent_keyword|excerpt_too_short,Apple Late 2020 MacBook Pro,"Apple Late 2020 MacBook Pro with Apple M1 Chip, 13.3-inch, 16GB RAM, 1TB SSD Space Gray (Renewed)",2026-02-18T06:35:17.936Z
apple-macbook-pro-3,ARTICLE,17,97,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple Late 2020 MacBook Pro with Apple M1 Chip, 13.3-inch, 16GB RAM, 1TB SSD Space Gray (Renewed)",2026-02-18T06:35:17.787Z
apple-macbook-air-5,ARTICLE,17,98,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple MacBook Air (13-inch Retina display, 1.6GHz dual-core Intel Core i5, 128GB) - Gold (Renewed)",2026-02-18T06:35:17.652Z
aorkuler-outdoor-gps-dog-tracker-for-no-signal-areas-outdoor-pet-locator-finder-tracker-real-time-tracking-for-hiking-walking-camping-works-in-remote-wilderness-farms-large-parks,ARTICLE,182,247,title_too_long|weak_intent_keyword|excerpt_too_long,"Aorkuler Outdoor GPS Dog Tracker for No-Signal Areas - Outdoor Pet Locator Finder Tracker, Real-Time Tracking for Hiking/Walking/Camping, Works in Remote Wilderness/Farms/Large Parks","Brand Aorkuler Special Feature Real Time Tracking Connectivity Technology Wireless Supported Application Gps Tracking, Pet Location Monitoring, Real-time Location Tracking Specific Uses For Product Pet Location Tracking, Pet Monitoring, Pet Safety",2026-02-18T06:35:17.513Z
ai-powered-142-language-translator-earbuds-real-time-translation-for-iphone-and-android-wifi-enabled-noise-cancelling-bluetooth,ARTICLE,131,886,title_too_long|weak_intent_keyword|excerpt_too_long,"AI-Powered 142 Language Translator Earbuds, Real-Time Translation for iPhone and Android, WiFi Enabled, Noise Cancelling, Bluetooth","Experience seamless communication across languages with these revolutionary wireless translator earbuds. Supporting an impressive 142 languages. These smart earbuds provide real-time translation capabilities for both iPhone and Android users. The true wireless design with Bluetooth 5.4 technology ensures stable connectivity up to 10 meters range. With passive noise cancellation and in-ear fit, you'll enjoy clear audio quality while the 40ms low latency ensures natural conversation flow. The earbuds come with a convenient black carrying case that offers up to 5 days of battery life and takes just 1.5 hours to charge fully. Quick charging feature provides 6 hours of use with just a 30-minute charge. The package includes translator earbuds in a retail box with a detachable 12-inch cable. Voice control makes operation intuitive, while the water-repellent design adds durability.",2026-02-18T06:35:17.378Z
monster-open-ear-ac600-headphones-bluetooth-5-4-wireless-earbuds-with-hifi-stereo-clip-on-earbuds-with-enc-clear-call-21h-playtime-touch-control-ipx6-waterproof-wireless-headphones-for-sport,ARTICLE,195,88,title_too_long|weak_intent_keyword|excerpt_too_short,"Monster Open Ear AC600 Headphones, Bluetooth 5.4 Wireless Earbuds with HiFi Stereo, Clip-On Earbuds with ENC Clear Call, 21H Playtime, Touch Control, IPX6 Waterproof Wireless Headphones for Sport",Brand Monster Color Black Ear Placement Open Ear Form Factor Open Ear Noise Control None,2026-02-18T06:35:17.237Z
samsung-galaxy-watch3,ARTICLE,21,66,title_too_short|weak_intent_keyword|excerpt_too_short,Samsung Galaxy Watch3,"Samsung Galaxy Watch3 GPS Smartwatch 45mm, Mystic Silver (Renewed)",2026-02-18T06:35:17.071Z
samsung-galaxy-watch3-2,ARTICLE,21,66,title_too_short|weak_intent_keyword|excerpt_too_short,Samsung Galaxy Watch3,"Samsung Galaxy Watch3 GPS Smartwatch 45mm, Mystic Silver (Renewed)",2026-02-18T06:35:16.921Z
apple-macbook-pro-13,ARTICLE,21,89,title_too_short|weak_intent_keyword|excerpt_too_short,"Apple MacBook Pro 13""",Apple MacBook Pro 13 Laptop Intel Core i5 1.4GHz 8GB RAM 256GB SSD Space Gray - MUHP2LL/A,2026-02-18T06:35:16.785Z
apple-macbook-pro-2024,ARTICLE,22,190,title_too_short|weak_intent_keyword|excerpt_too_long,Apple MacBook Pro 2024,"Apple 2024 MacBook Pro Laptop with M4 Max, 16‑core CPU, 40‑core GPU: Built for Apple Intelligence, 16.2-inch Liquid Retina XDR Display, 48GB Unified Memory, 1TB SSD Storage; Silver (Renewed)",2026-02-18T06:35:16.651Z
elderly-pants-wearing-assistance-device-daily-life-assistance-device-for-disabled-people-clip-on-pants-assistance-device-2-pcs,ARTICLE,130,802,title_too_long|weak_intent_keyword|excerpt_too_long,"Elderly Pants Wearing Assistance Device, Daily Life Assistance Device for Disabled People, Clip on Pants Assistance Device. 2 PCS.","【High quality material】Made of high-quality nylon, sturdy and durable, not easily damaged, and easy to fold. 【Lightweight and Convenient】Daily life aids for people with disabilities are foldable, easy to place, do not take up space, and are lightweight and practical. 【Practicality】When you are inconvenient or need help from others, you can easily put on your pants by yourself. 【Training Assistance Tool】It can be used as an auxiliary tool for elderly people who are undergoing rehabilitation training and those with special needs. 【Care and companionship】This tableware is not only an item, but also a manifestation of care for the elderly and special needs. It conveys the care and concern of families and society for the elderly and those with special needs, making them feel warm and accompanied.",2026-02-18T06:35:16.518Z
for-airtag-dog-collar-holder-air-tag-protective-cat-airtag-dog-collarsilicone-airtags-gps-tracking-accessoriesair-tags-with-bone-pattern-1-packblack,ARTICLE,155,94,title_too_long|weak_intent_keyword|excerpt_too_short,"for Airtag Dog Collar Holder, Air Tag Protective Cat Airtag Dog Collar,Silicone AirTags GPS Tracking Accessories,Air Tags with Bone Pattern (1 Pack(Black))",Brand DLENP Color Black Compatible Devices Airtag Gps Tracker Form Factor Case Shell Type Soft,2026-02-18T06:35:16.379Z
apple-macbook-air-35,ARTICLE,17,75,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple Late-2018 MacBook Air with Core i5, 13-inch, 8GB RAM, 256GB (Renewed)",2026-02-18T06:35:16.231Z
apple-macbook-air-36,ARTICLE,17,75,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple Late-2018 MacBook Air with Core i5, 13-inch, 8GB RAM, 256GB (Renewed)",2026-02-18T06:35:16.089Z
soundcore-by-anker-p20i-true-wireless-earbuds-10mm-drivers-with-big-bass-bluetooth-5-3-30h-long-playtime-water-resistant-2-mics-for-ai-clear-calls-22-preset-eqs-customization-blue,ARTICLE,188,83,title_too_long|weak_intent_keyword|excerpt_too_short,"Soundcore by Anker P20i True Wireless Earbuds, 10mm Drivers with Big Bass, Bluetooth 5.3, 30H Long Playtime, Water-Resistant, 2 Mics for AI Clear Calls, 22 Preset EQs, Customization (Blue)",Brand Soundcore Color Blue Ear Placement In Ear Form Factor In Ear Impedance 16 Ohm,2026-02-18T06:35:15.948Z
apple-macbook-pro-16-2,ARTICLE,23,118,title_too_short|weak_intent_keyword,"Apple MacBook Pro 16.2""","Apple MacBook Pro 16.2"" with M4 Max Chip, Late 2024 - Space Black, 16-Core / 40-Core, Standard Display, 128GB, 1TB SSD",2026-02-18T06:35:15.805Z
apple-macbook-pro-16-2-2,ARTICLE,23,118,title_too_short|weak_intent_keyword,"Apple MacBook Pro 16.2""","Apple MacBook Pro 16.2"" with M4 Max Chip, Late 2024 - Space Black, 16-Core / 40-Core, Standard Display, 128GB, 1TB SSD",2026-02-18T06:35:15.667Z
loyoda-toilet-safety-railheight-adjustable-toilet-frame-width-adjustable-toilet-handles-foldable-toilet-rail-provides-support-for-seniors-%ef%bc%8c-pregnant-%ef%bc%8cdisabled,ARTICLE,159,110,title_too_long|weak_intent_keyword,"Loyoda Toilet Safety Rail,Height-Adjustable Toilet Frame Width-Adjustable Toilet Handles Foldable Toilet Rail Provides Support for Seniors ， Pregnant ，Disabled",Brand Loyoda Color Gray Item Weight 6.03 Pounds Style Modern Global Trade Identification Number 06977965600399,2026-02-18T06:35:15.526Z
trausi-wireless-earbuds-bluetooth-5-4-headphones-true-wireless-stereo-earphones-with-ipx7-waterproof-noise-cancelling-mic-fast-charging-and-comfort-fit-ear-buds-for-sports-workouts-black-2,ARTICLE,192,10,title_too_long|weak_intent_keyword|excerpt_too_short,"TRAUSI Wireless Earbuds, Bluetooth 5.4 Headphones, True Wireless Stereo Earphones with IPX7 Waterproof, Noise Cancelling Mic, Fast Charging and Comfort Fit Ear Buds for Sports/Workouts - Black",Join Prime,2026-02-18T06:35:15.386Z
trausi-wireless-earbuds-bluetooth-5-4-headphones-true-wireless-stereo-earphones-with-ipx7-waterproof-noise-cancelling-mic-fast-charging-and-comfort-fit-ear-buds-for-sports-workouts-black-3,ARTICLE,192,10,title_too_long|weak_intent_keyword|excerpt_too_short,"TRAUSI Wireless Earbuds, Bluetooth 5.4 Headphones, True Wireless Stereo Earphones with IPX7 Waterproof, Noise Cancelling Mic, Fast Charging and Comfort Fit Ear Buds for Sports/Workouts - Black",Join Prime,2026-02-18T06:35:15.245Z
samsung-galaxy-watch-4-5,ARTICLE,22,172,title_too_short|weak_intent_keyword,Samsung Galaxy Watch 4,Samsung Galaxy Watch 4 40mm R865 Smartwatch Bluetooth WiFi + LTE with ECG Monitor Tracker for Health Fitness Running Sleep Cycles GPS Fall Detection - (Pink Gold) (Renewed),2026-02-18T06:35:15.105Z
samsung-galaxy-watch-4-6,ARTICLE,22,82,title_too_short|weak_intent_keyword|excerpt_too_short,Samsung Galaxy Watch 4,Samsung Galaxy Watch 4 44MM SM-R870 Aluminum Smartwatch GPS Only - Green (Renewed),2026-02-18T06:35:14.968Z
apple-macbook-air-4,ARTICLE,17,116,title_too_short|weak_intent_keyword,Apple MacBook Air,"Apple 2024 MacBook Air with Apple M3 Chip (15-inch, 16GB RAM, 512GB SSD Storage) (QWERTY English) Midnight (Renewed)",2026-02-18T06:35:14.832Z
apple-macbook-air-34,ARTICLE,17,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple 2022 MacBook Air Laptop with M2 chip, 13.6-inch, 8GB RAM, 512GB SSD Storage, Midnight (Renewed)",2026-02-18T06:35:14.692Z
